,coverage,customer,customer_lifetime_value,date,education,effective_to_date,employmentstatus,gender,income,location_code,marital_status,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,policy,policy_type,renew_offer_type,response,sales_channel,state,total_claim_amount,vehicle_class,vehicle_size,vehicle_type,month
274,Basic,NL33789,4077.501164,2011-01-20,Bachelor,1/20/11,Employed,F,53093,Rural,Divorced,103,3.0,62,0.0,1,Corporate L2,Corporate Auto,Offer2,No,Call Center,California,98.991733,SUV,Medsize,A,January
279,Premium,VZ81004,19259.84494,2011-01-26,Master,1/26/11,Employed,F,35973,Suburban,Married,159,5.0,97,0.0,2,Personal L2,Personal Auto,Offer1,No,Call Center,Oregon,763.2,Sports Car,Large,A,January
286,Basic,IB81655,7695.122957,2011-01-24,Bachelor,1/24/11,Employed,M,50147,Suburban,Single,101,4.0,37,0.0,3,Personal L2,Personal Auto,Offer1,No,Branch,California,484.8,SUV,Medsize,A,January
288,Basic,BU72633,42561.63183,2011-01-10,Master,1/10/11,Employed,M,66661,Suburban,Single,119,23.0,41,0.0,2,Personal L2,Personal Auto,Offer1,No,Agent,Nevada,571.2,SUV,Medsize,A,January
289,Extended,PR37714,7153.208425,2011-02-23,Bachelor,2/23/11,Employed,F,32238,Suburban,Divorced,91,15.0,80,0.0,4,Personal L3,Personal Auto,Offer3,No,Branch,California,439.781453,Four-Door Car,Medsize,A,February
291,Extended,EP82214,26180.80528,2011-01-07,High School or Below,1/7/11,Employed,F,68189,Urban,Married,82,10.0,17,1.0,2,Special L2,Special Auto,Offer2,No,Branch,Arizona,343.121192,Four-Door Car,Medsize,A,January
293,Extended,OY20177,7089.68396,2011-02-17,High School or Below,2/17/11,Employed,M,52707,Suburban,Married,90,33.0,66,1.0,6,Corporate L3,Corporate Auto,Offer3,No,Branch,Oregon,432.0,Four-Door Car,Medsize,A,February
297,Basic,LK57294,4786.009693,2011-02-25,High School or Below,2/25/11,Employed,M,23402,Suburban,Married,61,29.0,38,0.0,7,Personal L1,Personal Auto,Offer4,No,Call Center,Oregon,292.8,Four-Door Car,Medsize,A,February
298,Extended,LC33025,7918.334928,2011-02-14,College,2/14/11,Employed,M,44698,Suburban,Married,211,0.0,88,4.0,1,Personal L2,Personal Auto,Offer1,No,Call Center,Oregon,1012.8,Luxury Car,Medsize,A,February
299,Basic,NG15645,2858.087414,2011-01-11,Master,1/11/11,Employed,F,27382,Rural,Married,71,33.0,35,0.0,1,Personal L2,Personal Auto,Offer2,No,Web,California,134.104322,Four-Door Car,Medsize,A,January
302,Basic,CJ59481,2837.109178,2011-02-28,College,2/28/11,Employed,M,90893,Rural,Married,70,8.0,82,0.0,1,Personal L3,Personal Auto,Offer1,No,Agent,Washington,70.712507,Two-Door Car,Medsize,A,February
303,Basic,DN98431,2535.321683,2011-02-27,High School or Below,2/27/11,Unemployed,F,0,Suburban,Married,68,24.0,73,0.0,1,Corporate L3,Corporate Auto,Offer1,No,Branch,Oregon,326.4,Four-Door Car,Medsize,A,February
311,Basic,ZC32761,8433.228985,2011-02-15,Bachelor,2/15/11,Employed,M,57961,Rural,Divorced,72,27.0,64,0.0,2,Personal L3,Personal Auto,Offer1,No,Agent,Arizona,38.513959,Two-Door Car,Large,A,February
319,Extended,RA38184,3444.171166,2011-02-03,Bachelor,2/3/11,Unemployed,F,0,Rural,Married,93,10.0,63,0.0,1,Corporate L3,Corporate Auto,Offer1,No,Agent,Arizona,7.991571,Four-Door Car,Medsize,A,February
325,Basic,IN77241,5394.703229,2011-02-06,Bachelor,2/6/11,Employed,M,65978,Urban,Married,67,3.0,50,0.0,3,Corporate L1,Corporate Auto,Offer2,No,Branch,Washington,251.795869,Two-Door Car,Medsize,A,February
327,Basic,OB66874,2585.206268,2011-01-12,College,1/12/11,Employed,F,28137,Suburban,Married,65,23.0,2,0.0,1,Personal L1,Personal Auto,Offer3,No,Web,Oregon,312.0,Two-Door Car,Large,A,January
331,Extended,HO29524,3034.646997,2011-02-04,College,2/4/11,Employed,M,68205,Rural,Married,76,35.0,14,0.0,1,Personal L1,Personal Auto,Offer4,No,Branch,California,99.382943,Two-Door Car,Medsize,A,February
332,Basic,FK94501,7844.252972,2011-01-31,Bachelor,1/31/11,Unemployed,F,0,Urban,Married,102,20.0,46,0.0,3,Personal L2,Personal Auto,Offer1,No,Web,Nevada,273.945412,SUV,Large,A,January
336,Basic,LU79865,5794.104234,2011-02-27,Bachelor,2/27/11,Employed,M,88370,Suburban,Divorced,74,0.0,16,1.0,9,Personal L1,Personal Auto,Offer1,No,Agent,Nevada,355.2,Four-Door Car,Small,A,February
343,Basic,CF41619,2329.459058,2011-02-09,College,2/9/11,Employed,M,20934,Suburban,Married,61,14.0,35,1.0,1,Personal L3,Personal Auto,Offer2,No,Branch,Nevada,292.8,Four-Door Car,Small,A,February
344,Basic,JY16280,2514.59196,2011-02-14,High School or Below,2/14/11,Employed,F,43860,Rural,Single,65,15.0,58,0.0,1,Personal L2,Personal Auto,Offer2,Yes,Agent,California,156.124914,Four-Door Car,Medsize,A,February
348,Basic,UW10841,9976.24549,2011-02-21,Bachelor,2/21/11,Employed,M,74115,Urban,Married,63,24.0,24,0.0,2,Personal L2,Personal Auto,Offer2,No,Branch,California,275.349481,Four-Door Car,Medsize,A,February
349,Basic,ON39271,2738.001957,2011-02-21,Master,2/21/11,Unemployed,M,0,Urban,Married,74,27.0,91,0.0,1,Personal L2,Personal Auto,Offer1,No,Branch,California,263.365432,Two-Door Car,Medsize,A,February
350,Basic,OW33876,2476.480866,2011-02-14,College,2/14/11,Employed,F,47918,Urban,Married,62,2.0,51,0.0,1,Corporate L3,Corporate Auto,Offer2,No,Call Center,Washington,246.256648,Two-Door Car,Medsize,A,February
351,Basic,TP41703,7250.029606,2011-02-01,Bachelor,2/1/11,Unemployed,M,0,Suburban,Single,69,17.0,10,0.0,2,Personal L3,Personal Auto,Offer4,No,Call Center,Washington,496.8,Two-Door Car,Medsize,A,February
353,Extended,MQ73697,3776.665506,2011-02-21,College,2/21/11,Employed,F,68727,Urban,Married,94,19.0,76,0.0,1,Corporate L3,Corporate Auto,Offer4,No,Call Center,Nevada,386.520235,Two-Door Car,Large,A,February
363,Extended,PR74833,5553.362689,2011-02-04,Bachelor,2/4/11,Unemployed,M,0,Suburban,Single,89,1.0,84,1.0,4,Personal L3,Personal Auto,Offer1,No,Agent,Oregon,640.8,Two-Door Car,Medsize,A,February
366,Basic,RN71166,5174.081063,2011-01-26,High School or Below,1/26/11,Employed,F,88081,Rural,Married,64,35.0,94,0.0,5,Personal L3,Personal Auto,Offer1,No,Branch,Oregon,82.483947,Four-Door Car,Medsize,A,January
369,Basic,XY66810,15122.99194,2011-02-09,Bachelor,2/9/11,Unemployed,F,0,Suburban,Single,72,35.0,86,0.0,2,Personal L3,Personal Auto,Offer2,No,Agent,California,518.4,Two-Door Car,Medsize,A,February
371,Extended,FP67680,4772.931526,2011-01-20,High School or Below,1/20/11,Medical Leave,M,15323,Suburban,Married,128,30.0,61,0.0,1,Personal L3,Personal Auto,Offer1,No,Agent,California,614.4,SUV,Medsize,A,January
372,Basic,XO75323,3966.129505,2011-02-18,College,2/18/11,Employed,M,72439,Suburban,Married,100,5.0,22,1.0,1,Personal L2,Personal Auto,Offer2,No,Web,California,480.0,SUV,Medsize,A,February
373,Basic,VI78454,2750.705045,2011-01-22,College,1/22/11,Employed,M,51789,Suburban,Divorced,70,8.0,34,0.0,1,Personal L2,Personal Auto,Offer4,No,Call Center,Arizona,336.0,Four-Door Car,Large,A,January
375,Basic,XS74432,8663.919296,2011-02-22,High School or Below,2/22/11,Employed,F,29218,Suburban,Married,72,33.0,40,0.0,2,Personal L1,Personal Auto,Offer3,No,Agent,California,502.369442,Four-Door Car,Medsize,A,February
376,Basic,QA49556,5200.22777,2011-01-31,Master,1/31/11,Employed,M,23401,Suburban,Single,66,17.0,34,0.0,3,Personal L2,Personal Auto,Offer4,No,Web,Washington,316.8,Four-Door Car,Medsize,A,January
377,Extended,QH87479,27528.31132,2011-01-06,High School or Below,1/6/11,Employed,F,54586,Rural,Married,76,1.0,91,0.0,2,Personal L2,Personal Auto,Offer3,No,Branch,Oregon,122.590766,Two-Door Car,Large,A,January
378,Premium,TQ13499,4731.749346,2011-01-02,College,1/2/11,Employed,M,69833,Suburban,Married,118,32.0,99,0.0,1,Personal L3,Personal Auto,Offer1,No,Agent,Arizona,828.662719,Four-Door Car,Small,A,January
386,Basic,LK39646,8018.503854,2011-02-28,Bachelor,2/28/11,Employed,F,58843,Urban,Single,68,1.0,96,0.0,2,Corporate L1,Corporate Auto,Offer3,No,Call Center,Washington,200.490816,Two-Door Car,Large,A,February
387,Basic,GB32334,5379.482798,2011-02-10,College,2/10/11,Employed,F,24702,Urban,Married,68,13.0,63,0.0,8,Personal L3,Personal Auto,Offer2,No,Web,California,214.91451,Four-Door Car,Large,A,February
389,Basic,QH48047,11790.49617,2011-01-03,College,1/3/11,Retired,M,25251,Suburban,Divorced,66,13.0,43,0.0,2,Personal L2,Personal Auto,Offer2,Yes,Web,Oregon,316.8,Four-Door Car,Medsize,A,January
390,Basic,LY83340,7851.582939,2011-01-05,High School or Below,1/5/11,Employed,F,48943,Rural,Married,65,17.0,50,0.0,2,Corporate L3,Corporate Auto,Offer1,No,Web,Oregon,105.068788,Two-Door Car,Medsize,A,January
391,Basic,PN47493,2680.900678,2011-02-11,College,2/11/11,Employed,F,41968,Urban,Married,67,11.0,96,0.0,1,Corporate L3,Corporate Auto,Offer1,No,Agent,Oregon,183.207703,Four-Door Car,Medsize,A,February
393,Basic,DA57177,4282.947971,2011-02-26,College,2/26/11,Employed,F,40864,Rural,Married,109,16.0,70,1.0,1,Personal L2,Personal Auto,Offer1,Yes,Agent,Oregon,166.937747,SUV,Medsize,A,February
396,Extended,VW13019,4904.894731,2011-02-14,College,2/14/11,Retired,F,12902,Suburban,Divorced,139,3.0,51,0.0,1,Corporate L2,Corporate Auto,Offer1,Yes,Agent,Nevada,667.2,Sports Car,Medsize,A,February
400,Basic,DQ58142,8561.561976,2011-01-08,High School or Below,1/8/11,Employed,M,37759,Suburban,Married,108,9.0,51,0.0,5,Corporate L3,Corporate Auto,Offer4,No,Web,Arizona,518.4,SUV,Medsize,A,January
406,Extended,UF36172,6900.951275,2011-02-22,High School or Below,2/22/11,Unemployed,F,0,Urban,Married,92,27.0,50,0.0,7,Personal L3,Personal Auto,Offer2,No,Branch,Oregon,428.064465,Two-Door Car,Medsize,A,February
411,Basic,IB60476,4064.107529,2011-01-25,Master,1/25/11,Unemployed,M,0,Suburban,Married,107,31.0,41,0.0,1,Personal L3,Personal Auto,Offer4,No,Branch,California,513.6,Sports Car,Medsize,A,January
412,Basic,AM52614,4477.45201,2011-01-04,Bachelor,1/4/11,Employed,F,41402,Suburban,Divorced,119,26.0,26,4.0,1,Personal L2,Personal Auto,Offer2,No,Branch,Oregon,571.2,Sports Car,Medsize,A,January
413,Extended,IS58553,15173.96841,2011-02-26,High School or Below,2/26/11,Employed,F,22448,Suburban,Married,126,20.0,32,0.0,2,Personal L3,Personal Auto,Offer1,No,Branch,Oregon,604.8,SUV,Medsize,A,February
419,Extended,GW43195,25807.063,2011-02-13,College,2/13/11,Employed,F,71210,Suburban,Married,214,8.0,89,1.0,2,Personal L2,Personal Auto,Offer1,Yes,Branch,Oregon,1027.2,Luxury Car,Small,A,February
421,Basic,PY10605,4633.101259,2011-01-23,Bachelor,1/23/11,Unemployed,M,0,Suburban,Single,70,0.0,86,0.0,3,Personal L2,Personal Auto,Offer1,No,Agent,Arizona,336.0,Two-Door Car,Medsize,A,January
434,Basic,LZ34046,23594.6802,2011-01-31,Bachelor,1/31/11,Employed,M,76358,Rural,Married,66,25.0,3,0.0,2,Personal L1,Personal Auto,Offer3,Yes,Agent,Oregon,86.461582,Four-Door Car,Medsize,A,January
440,Extended,VU99672,3548.071725,2011-02-04,College,2/4/11,Unemployed,M,0,Urban,Married,96,10.0,77,0.0,1,Corporate L2,Corporate Auto,Offer1,No,Branch,California,446.122702,Four-Door Car,Large,A,February
442,Premium,IP94270,13736.1325,2011-02-13,Master,2/13/11,Disabled,F,16181,Suburban,Divorced,181,22.0,79,0.0,8,Personal L2,Personal Auto,Offer1,Yes,Web,Arizona,1261.319869,SUV,Medsize,A,February
445,Premium,JP10227,12280.76661,2011-01-01,College,1/1/11,Employed,M,88340,Suburban,Married,102,16.0,1,0.0,2,Corporate L2,Corporate Auto,Offer1,Yes,Branch,California,489.6,Two-Door Car,Medsize,A,January
446,Extended,BP49831,2926.5223,2011-01-16,Bachelor,1/16/11,Employed,F,23656,Suburban,Single,80,11.0,1,3.0,1,Corporate L3,Corporate Auto,Offer2,No,Branch,Washington,384.0,Four-Door Car,Medsize,A,January
447,Basic,HD95496,7851.901368,2011-02-03,Master,2/3/11,Employed,M,25950,Urban,Married,66,27.0,1,0.0,2,Personal L1,Personal Auto,Offer4,No,Agent,Oregon,271.697529,Two-Door Car,Medsize,A,February
449,Extended,FF65294,10348.01348,2011-01-23,High School or Below,1/23/11,Employed,M,34244,Suburban,Married,87,14.0,34,2.0,2,Personal L3,Personal Auto,Offer1,No,Branch,Oregon,417.6,Four-Door Car,Medsize,A,January
462,Extended,XQ12791,3401.881747,2011-01-21,High School or Below,1/21/11,Employed,M,41972,Suburban,Divorced,86,20.0,23,0.0,1,Personal L3,Personal Auto,Offer2,No,Branch,California,691.709371,Four-Door Car,Medsize,A,January
465,Extended,DB75522,6988.401604,2011-02-26,College,2/26/11,Employed,F,22436,Suburban,Married,89,24.0,21,0.0,3,Special L2,Special Auto,Offer2,No,Branch,California,427.2,Four-Door Car,Small,A,February
467,Basic,GB70736,5510.965059,2011-01-21,College,1/21/11,Employed,F,99553,Rural,Married,68,14.0,85,0.0,6,Corporate L3,Corporate Auto,Offer4,No,Web,Oregon,111.586995,Four-Door Car,Medsize,A,January
468,Basic,LP59331,5282.543094,2011-02-26,College,2/26/11,Employed,M,38606,Suburban,Single,68,16.0,99,0.0,3,Personal L3,Personal Auto,Offer1,No,Branch,Arizona,413.288851,Four-Door Car,Medsize,A,February
469,Premium,FM54600,18853.73945,2011-01-14,High School or Below,1/14/11,Unemployed,F,0,Suburban,Single,173,24.0,21,0.0,2,Corporate L2,Corporate Auto,Offer2,No,Branch,Washington,1245.6,SUV,Medsize,A,January
471,Extended,FS42690,3781.4548,2011-02-01,College,2/1/11,Employed,M,57647,Suburban,Married,94,3.0,99,0.0,1,Personal L3,Personal Auto,Offer1,No,Branch,Washington,451.2,Two-Door Car,Medsize,A,February
472,Basic,UU70820,5867.12642,2011-02-22,College,2/22/11,Employed,F,27880,Urban,Married,74,4.0,9,0.0,5,Personal L3,Personal Auto,Offer2,No,Call Center,Arizona,199.444294,Four-Door Car,Large,A,February
473,Premium,ZU73588,5989.773931,2011-01-19,College,1/19/11,Employed,M,66839,Suburban,Single,154,33.0,24,0.0,1,Personal L3,Personal Auto,Offer2,Yes,Branch,California,739.2,Sports Car,Medsize,A,January
474,Basic,BC35753,2671.295549,2011-01-18,College,1/18/11,Employed,F,45525,Suburban,Married,66,1.0,41,0.0,1,Personal L2,Personal Auto,Offer4,No,Agent,Arizona,316.8,Two-Door Car,Small,A,January
479,Basic,CO12132,8879.790017,2011-02-03,High School or Below,2/3/11,Employed,F,52583,Urban,Single,113,12.0,59,0.0,7,Personal L3,Personal Auto,Offer1,Yes,Agent,California,528.20086,SUV,Small,A,February
481,Basic,ZW84453,5116.237577,2011-01-08,Bachelor,1/8/11,Unemployed,F,0,Rural,Married,70,1.0,11,0.0,5,Personal L2,Personal Auto,Offer1,No,Web,Arizona,131.401291,Four-Door Car,Medsize,A,January
482,Basic,HP42153,2351.878675,2011-01-29,High School or Below,1/29/11,Medical Leave,F,12928,Suburban,Single,64,12.0,74,0.0,1,Personal L3,Personal Auto,Offer1,No,Agent,Washington,307.2,Four-Door Car,Medsize,A,January
484,Premium,HD32044,8288.155579,2011-01-25,Master,1/25/11,Employed,F,33816,Suburban,Divorced,106,10.0,97,2.0,3,Corporate L3,Corporate Auto,Offer1,No,Branch,Oregon,508.8,Four-Door Car,Medsize,A,January
488,Basic,YO49328,12296.49757,2011-01-06,High School or Below,1/6/11,Employed,M,55193,Suburban,Married,105,8.0,22,1.0,2,Personal L2,Personal Auto,Offer3,No,Branch,Arizona,504.0,SUV,Medsize,A,January
490,Extended,XV11038,9223.987144,2011-02-25,College,2/25/11,Medical Leave,F,18814,Suburban,Single,122,20.0,94,0.0,3,Personal L2,Personal Auto,Offer2,No,Branch,California,585.6,Sports Car,Medsize,A,February
492,Premium,GE62437,12902.56014,2011-02-02,College,2/2/11,Employed,F,86584,Suburban,Single,111,33.0,54,2.0,2,Personal L3,Personal Auto,Offer1,No,Call Center,Arizona,532.8,Four-Door Car,Large,A,February
497,Extended,QV55524,7503.367741,2011-02-06,College,2/6/11,Employed,M,52464,Suburban,Married,95,9.0,15,0.0,3,Personal L2,Personal Auto,Offer4,No,Agent,Washington,515.930856,Four-Door Car,Medsize,A,February
499,Extended,XS76166,3245.479985,2011-01-17,College,1/17/11,Employed,F,35592,Suburban,Married,82,34.0,38,0.0,1,Personal L3,Personal Auto,Offer4,No,Call Center,Oregon,496.805418,Two-Door Car,Small,A,January
501,Basic,BY84257,2379.614363,2011-02-10,College,2/10/11,Unemployed,M,0,Suburban,Single,71,28.0,15,0.0,1,Special L1,Special Auto,Offer4,No,Branch,Arizona,747.107317,Four-Door Car,Medsize,A,February
502,Basic,PT45842,4642.020128,2011-02-11,College,2/11/11,Unemployed,M,0,Suburban,Single,64,10.0,15,0.0,5,Personal L3,Personal Auto,Offer1,No,Web,Arizona,770.254285,Two-Door Car,Small,A,February
504,Premium,AP23850,17771.54902,2011-01-23,High School or Below,1/23/11,Unemployed,F,0,Suburban,Married,114,30.0,1,0.0,2,Personal L2,Personal Auto,Offer3,No,Branch,Washington,547.2,Two-Door Car,Medsize,A,January
509,Premium,WD87578,7821.188278,2011-02-08,High School or Below,2/8/11,Unemployed,F,0,Suburban,Single,109,31.0,74,0.0,3,Personal L2,Personal Auto,Offer2,No,Call Center,Nevada,784.8,Four-Door Car,Medsize,A,February
511,Extended,HX36471,6788.084852,2011-01-13,High School or Below,1/13/11,Unemployed,F,0,Suburban,Single,93,2.0,70,0.0,9,Personal L3,Personal Auto,Offer2,No,Branch,California,855.341729,Two-Door Car,Medsize,A,January
512,Basic,HY46017,2776.772734,2011-02-26,College,2/26/11,Employed,F,70793,Rural,Married,69,32.0,1,0.0,1,Personal L3,Personal Auto,Offer2,No,Web,California,62.625841,Four-Door Car,Large,A,February
513,Basic,FA57012,6141.961623,2011-02-17,College,2/17/11,Unemployed,M,0,Suburban,Single,182,24.0,45,0.0,1,Special L2,Special Auto,Offer3,No,Branch,California,1310.4,Luxury Car,Small,A,February
514,Basic,AC13887,4628.995325,2011-01-09,Bachelor,1/9/11,Unemployed,M,0,Suburban,Single,67,25.0,21,0.0,4,Corporate L1,Corporate Auto,Offer1,No,Branch,California,482.4,Two-Door Car,Medsize,A,January
515,Basic,NW14895,12883.11573,2011-01-02,Bachelor,1/2/11,Employed,M,77469,Suburban,Divorced,109,2.0,98,1.0,2,Personal L2,Personal Auto,Offer1,No,Agent,Arizona,757.170246,SUV,Small,A,January
518,Basic,CI30899,4737.411455,2011-01-13,College,1/13/11,Unemployed,F,0,Suburban,Single,68,2.0,26,0.0,3,Personal L3,Personal Auto,Offer1,No,Branch,California,326.4,Two-Door Car,Small,A,January
522,Extended,XO78284,3887.324208,2011-01-20,Master,1/20/11,Employed,M,96335,Rural,Single,97,7.0,43,0.0,1,Personal L3,Personal Auto,Offer1,No,Branch,Arizona,161.388136,Four-Door Car,Small,A,January
523,Extended,LX24476,3619.060986,2011-01-24,Bachelor,1/24/11,Unemployed,F,0,Urban,Married,98,27.0,47,0.0,1,Personal L3,Personal Auto,Offer2,No,Web,Oregon,310.842085,Four-Door Car,Medsize,A,January
525,Basic,EO42272,10148.41973,2011-01-11,Bachelor,1/11/11,Employed,F,44856,Suburban,Divorced,66,24.0,71,1.0,2,Corporate L3,Corporate Auto,Offer4,No,Branch,California,316.8,Four-Door Car,Small,A,January
526,Basic,KA62636,4928.001408,2011-01-26,High School or Below,1/26/11,Employed,M,97917,Urban,Single,67,14.0,32,5.0,3,Personal L2,Personal Auto,Offer4,No,Agent,Oregon,279.184512,Two-Door Car,Medsize,A,January
528,Extended,WA94988,19327.87406,2011-02-03,Bachelor,2/3/11,Employed,F,57245,Suburban,Single,124,25.0,15,0.0,2,Corporate L3,Corporate Auto,Offer2,No,Call Center,California,681.577742,Sports Car,Small,A,February
538,Premium,YP40334,5308.246978,2011-01-17,Doctor,1/17/11,Unemployed,F,0,Rural,Single,145,29.0,70,0.0,1,Personal L2,Personal Auto,Offer2,No,Web,Oregon,358.765757,SUV,Medsize,A,January
539,Basic,MW57614,2359.423599,2011-01-11,Bachelor,1/11/11,Disabled,F,19864,Suburban,Divorced,63,22.0,96,0.0,1,Personal L2,Personal Auto,Offer1,Yes,Web,Arizona,352.394515,Four-Door Car,Medsize,A,January
545,Basic,LB25094,2530.705137,2011-01-21,Bachelor,1/21/11,Employed,F,89451,Rural,Single,63,11.0,2,0.0,1,Special L2,Special Auto,Offer2,Yes,Web,California,61.769564,Four-Door Car,Medsize,A,January
546,Basic,LZ98947,24238.66071,2011-01-31,Bachelor,1/31/11,Unemployed,F,0,Suburban,Single,109,19.0,49,2.0,2,Personal L1,Personal Auto,Offer1,No,Branch,Nevada,784.8,SUV,Medsize,A,January
548,Extended,HF75276,3052.629532,2011-01-12,High School or Below,1/12/11,Unemployed,F,0,Suburban,Divorced,93,15.0,31,3.0,1,Personal L3,Personal Auto,Offer1,No,Branch,Nevada,446.4,Four-Door Car,Large,A,January
550,Basic,QB26845,11578.12643,2011-01-13,Bachelor,1/13/11,Unemployed,M,0,Suburban,Single,115,21.0,46,0.0,2,Personal L3,Personal Auto,Offer1,No,Agent,Oregon,1163.620366,SUV,Medsize,A,January
555,Basic,OB52091,8112.323843,2011-02-09,Bachelor,2/9/11,Employed,M,87403,Suburban,Divorced,68,1.0,63,0.0,2,Personal L1,Personal Auto,Offer1,No,Agent,Washington,456.290338,Four-Door Car,Medsize,A,February
556,Extended,TU27563,3647.24611,2011-01-10,Bachelor,1/10/11,Employed,F,20694,Suburban,Married,94,29.0,89,1.0,1,Personal L2,Personal Auto,Offer2,No,Branch,Oregon,451.2,Two-Door Car,Medsize,A,January
557,Basic,GD89605,5384.532684,2011-02-12,Master,2/12/11,Employed,F,59364,Suburban,Married,67,25.0,56,0.0,5,Corporate L1,Corporate Auto,Offer4,No,Agent,Oregon,321.6,Four-Door Car,Small,A,February
559,Basic,NP91656,4911.773088,2011-01-09,Bachelor,1/9/11,Unemployed,F,0,Suburban,Single,69,26.0,33,0.0,9,Personal L2,Personal Auto,Offer4,No,Agent,California,496.8,Four-Door Car,Medsize,A,January
562,Extended,KN34250,10208.92761,2011-02-14,College,2/14/11,Employed,F,35482,Suburban,Married,129,21.0,59,0.0,3,Corporate L2,Corporate Auto,Offer1,Yes,Branch,Oregon,619.2,SUV,Medsize,A,February
563,Basic,SI60881,9217.978125,2011-01-12,Bachelor,1/12/11,Employed,F,26351,Suburban,Divorced,119,14.0,87,0.0,7,Personal L2,Personal Auto,Offer3,No,Branch,Oregon,571.2,SUV,Medsize,A,January
564,Extended,XD19934,10506.93706,2011-02-25,High School or Below,2/25/11,Employed,M,61650,Rural,Single,88,8.0,2,0.0,2,Personal L3,Personal Auto,Offer2,No,Web,Oregon,117.470445,Four-Door Car,Medsize,A,February
